,_id,created_date,legislator_id,legislator_name,party,state,text,user_id,Label
25491,905131882467155969,2017-09-05 18:13:51,B000287,Xavier Becerra,D,CA,"AG Sessions said Congress would pursue reforms ""right"" for Americans:80% of US voters want to protect #Dreamers, including 3/4 @POTUS voters",133832049,-1.0
22311,872888538060271617,2017-06-08 18:50:19,M000312,James P. McGovern,D,MA,@WhiteHouse Americans need a president who tells the truth. #ComeyHearing raised serious #TrumpRussia questions. We need answers https://t.co/QfzU09hbdv,242426145,-2.0
2215,822100699102253056,2017-01-19 15:17:35,S001181,Jeanne Shaheen,D,NH,"In NH, @realDonaldTrump pledged to combat the opioid crisis. Keeping that promise is a matter of life or death https://t.co/B3dzxPpVj9",109287731,0.0
16277,830101328982573056,2017-02-10 17:09:14,R000605,Mike Rounds,R,SD,"Had a great meeting with Gov. Sonny Perdue, @POTUS' pick to be Secretary of Agriculture. Look forward to working with him to strengthen ag. https://t.co/l3aC6QSt5w",2955485182,0.0
20125,856505909618540544,2017-04-24 13:51:36,D000610,Theodore E. Deutch,D,FL,"If POTUS wants to show thanks to Lake Worth, he should pay for high security costs of his visits instead of leaving burden on PBC taxpayers https://t.co/hoiFKB435X",137794015,-2.0
29503,958388618090905600,2018-01-30 17:17:07,B001230,Tammy Baldwin,D,WI,@POTUS We need to act on a infrastructure plan that provides Wisconsin businesses with the quality transportation system they need to move their goods to market and grow our economy. #SOTU,1074518754,0.0
4554,839602241531150336,2017-03-08 22:22:28,P000604,Donald M. Payne,D,NJ,.@realDonaldTrump This has to be one of the dumbest proposals to come from the Trump administration.,1155335864,-2.0
8455,887079631748296704,2017-07-17 22:40:40,M001137,Gregory W. Meeks,D,NY,This week is meant to showcase “products that are made in America”. So I guess we won't be seeing any @realDonaldTrump brands on display... https://t.co/OtYflghTvN,22812754,-2.0
7073,866446933019197442,2017-05-22 00:13:41,C001070,Robert P. Casey,D,PA,"These cuts will harm seniors, families, children &amp; individuals with disabilities. I won't stand by as @realDonaldTrump turns his back on PA.",171598736,-2.0
10704,918856616178569217,2017-10-13 15:11:03,S001185,Terri A. Sewell,D,AL,Rural America cannot afford to pay for @realDonaldTrump to play political games with our health care. Ending cost-sharing subsidies hurts AL https://t.co/jUC1Tsm0p0,381152398,-2.0
10598,918478900174446592,2017-10-12 14:10:08,M000312,James P. McGovern,D,MA,This is outrageous: Our fellow Americans in #PuertoRico are dying and @realDonaldTrump wants to abandon them. Can't turn our backs on them. https://t.co/Ff2cg5CsbH,242426145,-2.0
16323,831168618465468416,2017-02-13 15:50:15,T000460,Mike Michael Thompson,D,CA,".@POTUS's border wall proposal will cost Americans $21.6 billion, won’t keep us safe, and insults our heritage. https://t.co/cIrfYAl03C",303861808,-1.0
25752,908391338512711680,2017-09-14 18:05:46,M000133,Edward J. Markey,D,MA,RT @ArmsControlNow: Tx @SenMarkey for demanding that @POTUS ability to launch nuclear first strike should be subject to Congress. auth.…,21406834,-1.0
16002,828610763040358402,2017-02-06 14:26:15,L000174,Patrick J. Leahy,D,VT,"RT @SenatorCardin: Attacking integrity of judiciary by calling a ruling 'outrageous' or saying 'so-called judge,' @POTUS is undermining our…",242836537,-1.0
10421,915974666279378950,2017-10-05 16:19:13,D000216,Rosa L. DeLauro,D,CT,.@HouseGOP &amp; @realDonaldTrump are waging a war on the middle class through the budget that passed today. https://t.co/wrH2kwsVm0,140519774,-1.0
8004,878082062674210817,2017-06-23 02:47:32,F000461,Bill Flores,R,TX,Listening to @POTUS @realDonaldTrump and @VP at the annual bipartisan White House Congressional Picnic. https://t.co/J25WT15oZR,237312687,0.0
18607,843188272922677248,2017-03-18 19:52:04,H000338,Orrin G. Hatch,R,UT,It's clear that @POTUS has picked one of the finest judges in the country to elevate to the Supreme Court. #ConfirmGorsuch #tcot https://t.co/HJCxlJNE2c,262756641,1.0
13724,958420829666185217,2018-01-30 19:25:07,C001080,Judy M. Chu,D,CA,We want Donald Trump to see the faces of these #Dreamers. And we want him to know they should not be used as leverage to end the family reunification system. That juat trades one family’s pain for another.,193732179,-2.0
14824,823655975232086017,2017-01-23 22:17:41,H000874,Steny H. Hoyer,D,MD,Deeply disturbing @WhiteHouse eliminated disability programs frm website-must work together to ensure all Americans have equal opportunities https://t.co/kASOVI5m3e,22012091,-2.0
21631,867060498403135490,2017-05-23 16:51:46,W000802,Sheldon Whitehouse,D,RI,"@POTUS The list goes on. These senseless, irresponsible choices serve one purpose: to pave the way for tax cuts for the very wealthiest.",242555999,-2.0
6772,862779181129773056,2017-05-11 21:19:21,W000817,Elizabeth Warren,D,MA,"Today @realDonaldTrump signed an order launching a ""Vote Fraud Commission,"" but it really should be called a ""Vote Intimidation Commission.""",970207298,-2.0
24073,892428369819729920,2017-08-01 16:54:38,D000563,Richard J. Durbin,D,IL,".@POTUS, don't gut Medicaid. Heed opioid commission &amp; back my bipartisan bill to ↑ addiction treatment under ACA: https://t.co/TpsLVRQUaH https://t.co/ajlTg5cHk5",247334603,-1.0
7977,877638154886549504,2017-06-21 21:23:36,B001270,Karen Bass,D,CA,RT @OfficialCBC: The CBC voted today to decline this @WhiteHouse invitation for a follow-up meeting w/ @realDonaldTrump. Here's why:…,239949176,-1.0
10086,910169570127880193,2017-09-19 15:51:50,R000592,Todd Rokita,R,IN,.@realDonaldTrump has shown our world tremendous leadership since taking office. #UNGA,17544524,2.0
10368,915224670017871873,2017-10-03 14:39:00,D000614,Sean P. Duffy,R,WI,Very important that @POTUS @realDonaldTrump is meeting with Governor @ricardorossello &amp; local officials in #PuertoRico today.,234022257,0.0
25280,903290549322608641,2017-08-31 16:17:03,F000457,Alan Stuart Franken,D,MN,@BetsyDeVosED These are clear messages to fraudulent for-profits that they have nothing to worry about while @POTUS is in office.,171968009,1.0
28763,946096016767385600,2017-12-27 19:10:42,S000250,Pete A. Sessions,R,TX,"RT @FoxNews: ISIS has lost 98 percent of its territory -- mostly since @POTUS took office, officials say https://t.co/pDuErkrHGp",24735461,1.0
24114,892758960327020544,2017-08-02 14:48:17,V000128,Chris Van Hollen,D,MD,But POTUS continues to cynically tweet about sabotaging the ACA—generating uncertainty that leads to market crashes &amp; premiums increases!,18137749,-2.0
22342,872936057209225216,2017-06-08 21:59:09,J000293,Ron Johnson,R,WI,Americans need more choice for healthcare. Hoping @SecPriceMD reverses @POTUS44 regs limiting short term insurance. https://t.co/FspYWhz4kM,233737858,1.0
23675,888057603095441408,2017-07-20 15:26:46,M001189,Luke Messer,R,IN,A key part of @POTUS infrastructure plan is modernizing air travel. Excited to cosponsor #21AIRRact to do just that: https://t.co/1F8M7pTx4p https://t.co/CQi0wlxtKX,1045853744,1.0
9971,906196275724521473,2017-09-08 16:43:23,C001061,Emanuel Cleaver,D,MO,"The people spoke and, thankfully, Congress listened. So why is @realDonaldTrump still trying to sabotage the #ACA? https://t.co/mzCFunVagP",163570705,-1.0
26201,914242723191848961,2017-09-30 21:37:05,M000133,Edward J. Markey,D,MA,"RT @DoughertyJC: 2/ @SenWarren, @SenMarkey &amp; @marty_walsh are all voicing support for the San Juan Mayor. Senator M saying #POTUS co…",21406834,0.0
24059,892152734056624128,2017-07-31 22:39:21,R000595,Marco Rubio,R,FL,@NicolasMaduro @POTUS I welcome sanctions imposed on @NicolasMaduro &amp; remain confident @potus will impose economic sanctions if Constituent Assembly is convened,229966028,1.0
15876,827565359028903937,2017-02-03 17:12:11,B001286,Cheri Bustos,D,IL,"I spent nearly 2 decades as a reporter before serving in Congress-Never seen such disregard 4 facts like @POTUS, @PressSec &amp; @KellyannePolls https://t.co/V44OkwUC3l",1092979962,-2.0
23794,889960301130637314,2017-07-25 21:27:25,G000574,Ruben Gallego,D,AZ,I joined the vast majority of my colleagues to vote for a #RussiaSanctions bill that will also curb @POTUS's ability to waive the penalties. https://t.co/r0bvAicjdh,2966570782,-1.0
3572,831637870297350144,2017-02-14 22:54:54,W000822,Bonnie Watson Coleman,D,NJ,"Repeal &amp; replace with what exactly, @realDonaldTrump? Your tweet sounds like #FakeNews. https://t.co/eSooB42vfU",2968451607,-2.0
10236,913041094438477824,2017-09-27 14:02:15,D000399,Lloyd A. Doggett,D,TX,"RT @NydiaVelazquez: .@realDonaldTrump, our fellow Americans' lives are on the line. #PuertoRico must receive every resource it needs to con…",153944899,-1.0
16409,831606616231403521,2017-02-14 20:50:42,P000608,Scott H. Peters,D,CA,"Even after #FlynnResignation, Americans deserve answers from @POTUS himself on how and why this happened.",1135486501,-1.0
1096,799989771338661889,2016-11-19 14:56:39,H001047,James A. Himes,D,CT,"Maybe @realDonaldTrump will use federal power to make sure that our theaters, public arenas and newspapers are ""safe and special"". #clueless https://t.co/BXXZBia2oO",31611298,-2.0
7026,865572666236907521,2017-05-19 14:19:39,G000553,Al Green,D,TX,RT @Jason_Pollock: HISTORY: @RepAlGreen officially calls for the impeachment of Donald Trump on the house floor. All of America is wat…,156333623,-2.0
26263,915321440320331777,2017-10-03 21:03:31,P000598,Jared Polis,D,CO,@USCIS @POTUS ATTN DREAMERS: Oct. 5 is the deadline to renew your #DACA status. Mail your renewal app TODAY to make… https://t.co/eo1WisTG8d,463132556,0.0
14610,964192526533001216,2018-02-15 17:39:46,L000581,Brenda Lawrence,D,MI,RT @NydiaVelazquez: President Obama had a policy meant to make it harder for mentally troubled people to secure firearms. @realDonaldTrump…,2863006655,-1.0
7996,878022729114411009,2017-06-22 22:51:46,H000338,Orrin G. Hatch,R,UT,"RT @realDonaldTrump: I am very supportive of the Senate #HealthcareBill. Look forward to making it really special! Remember, ObamaCare is d…",262756641,2.0
4099,836719030597791745,2017-02-28 23:25:37,B001286,Cheri Bustos,D,IL,"Sooooo, @realDonaldTrump is going to fill 80 mins with no details or replacement plan? So much for that day 1 repea… https://t.co/9cr6alsBa5",1092979962,-2.0
1481,809104313641562112,2016-12-14 18:34:35,S000051,Marshall Sanford,R,SC,"Congratulations to @GovernorPerry on joining @realDonaldTrump's administration as @ENERGY Secretary. ICYMI, my statement below.... https://t.co/Vhmg0vBI4z",1499993378,1.0
9631,901243319765938178,2017-08-26 00:42:06,M001143,Betty Louise McCollum,D,MN,@realDonaldTrump All Americans should be outraged by this explicit @WhiteHouse endorsement of racial profiling.,516880804,-2.0
10681,918636768144084992,2017-10-13 00:37:27,B001292,Donald Beyer,D,VA,"RT @RepLoisFrankel: Millions still without power &amp; water. @realDonaldTrump, I stand with the people of Puerto Rico &amp; the USVI who need…",2962868158,-1.0
7546,872089215915499520,2017-06-06 13:54:06,B001292,Donald Beyer,D,VA,".@VP sounds Orwellian. Maybe he missed Donald Trump's tweets about wanting a ""tougher,"" less ""politically correct version"" of his Muslim Ban https://t.co/7ZlYz2Y9Ex",2962868158,-2.0
3106,826801405658853377,2017-02-01 14:36:30,N000002,Jerrold L. Nadler,D,NY,RT @RepJerryNadler: Important @NYMag story on @realDonaldTrump #MuslimBan and weekend events at JFK. https://t.co/DW1PwiDJ7m @NydiaVelazque…,40302336,0.0
12692,949375952123060225,2018-01-05 20:24:00,H001072,French Hill,R,AR,What a great group of students. Thanks @TheTiger_LRCH for having me today! I enjoyed visiting with you all about my bill to enhance Arkansas’s civil rights history that is soon to be on the @realDonaldTrump’s desk. https://t.co/sIqSQOqDrW,2953974395,0.0
25075,901271062482124802,2017-08-26 02:32:20,H000874,Steny H. Hoyer,D,MD,"@POTUS The pardon is yet another example of this Administration condoning racism &amp; inequality, rather than values enshrined in the Constitution 2/2",22012091,-2.0
22954,878993628395446272,2017-06-25 15:09:46,K000385,Robin Kelly,D,IL,I agree w/ @RoyBlunt. Cutting @NIH means fewer cures &amp; breakthroughs. I will fight to stop @POTUS’ dangerous cuts https://t.co/5p47MYIhAQ,1339931490,-1.0
2606,824309036506083332,2017-01-25 17:32:43,G000551,Raúl M. Grijalva,D,AZ,"""Mexico will pay for the wall"" - @realDonaldTrump #alternativefacts #bridgesnotwalls #LoveTrumpsHate",28602948,-2.0
30283,960616380138774528,2018-02-05 20:49:27,R000586,James B. Renacci,R,OH,"As a @WaysandMeansGOP member on the Tax Policy Subcommittee and CPA, it's pretty incredible to be an Ohio with @POTUS as we applaud our years of work reforming the tax code and hear main street enjoying the results. https://t.co/Q7Noctneco",236916916,1.0
2638,824374931567837184,2017-01-25 21:54:34,M001160,Gwen Moore,D,WI,Casework is how we serve our constituents/help our community but @realDonaldTrump's needless/politically motivated #GagOrder gets in the way https://t.co/t4y1upfB0f,22669526,-2.0
5409,849961722408558592,2017-04-06 12:27:20,C000984,Elijah E. Cummings,D,MD,"RT @RepLloydDoggett: .@realDonaldTrump’s attempts to revive #TrumpCare are less about the art of the deal, and more about the art of the st…",787373558,-2.0
19415,849019602793361409,2017-04-03 22:03:41,S001193,Eric Swalwell,D,CA,GOP Congress passed a bill letting net providers sell YOUR online web history. If @POTUS truly cares about #privacy he'll veto. Should he?,942156122,-1.0
9105,896183683522146304,2017-08-12 01:36:55,P000523,David E. Price,D,NC,"RT @tedlieu: Military force must be the last option, not the first. Provocative statements by @realDonaldTrump on North Korea an…",155669457,-1.0
7019,865373512822870018,2017-05-19 01:08:17,E000288,Keith Maurice Ellison,D,MN,"RT @SenWarren: We need a real, independent prosecutor who @realDonaldTrump can't fire, Sessions can't intimidate, &amp; Congress can't muzzle.…",14135426,-2.0
11304,927965096382468102,2017-11-07 18:24:54,W000779,Ron Wyden,D,OR,".@realDonaldTrump, it's not really winning when the U.S. is first place in the race to the bottom. #COP23 https://t.co/nUtHHaE9bq?",250188760,-2.0
24434,896079976323194880,2017-08-11 18:44:49,W000799,Timothy James Walz,D,MN,U.S. diplomats put their lives on the line abroad. @POTUS praises a dictator &amp; insults U.S patriots? Unacceptable. https://t.co/w0EF2GocWw,1262814457,-2.0
24734,898580404398981124,2017-08-18 16:20:37,F000454,Bill Foster,D,IL,.@POTUS must be held accountable for his moral failure – that’s why I’ve joined a resolution to #CensureTrump. https://t.co/DefIlbRiGd,1080509366,-2.0
7773,874640948634025984,2017-06-13 14:53:46,T000472,Mark Takano,D,CA,"Doesn't matter if you risked your life for our country. If you're not loyal to @realDonaldTrump, he doesn't want to hear you. Un-American. https://t.co/WNEHLY4rVZ",1037321378,-2.0
21390,864925015711633408,2017-05-17 19:26:07,D000620,John K. Delaney,D,MD,RT @HouseNewDems: #NewDem Members sent a letter to @POTUS proposing a bipartisan infrastructure package tied w/ tax reform Full letter http…,937723303,0.0
7557,872129614713368580,2017-06-06 16:34:38,G000574,Ruben Gallego,D,AZ,.@realDonaldTrump's total inability to understand the complexity of the situation in Qatar is alarming. https://t.co/MrgukfXxiq,2966570782,-2.0
9229,897560638930599936,2017-08-15 20:48:26,M001176,Jeff Merkley,D,OR,".@realDonaldTrump, there is no moral equivalence between those who fight for civil rights and white supremacists.",29201047,-2.0
23091,880501303801253893,2017-06-29 19:00:44,T000460,Mike Michael Thompson,D,CA,"Despite @POTUS's claims, Dems aren’t obstructing healthcare. GOP's fighting w/itself over how bad this bill is https://t.co/L5RoXvXprP",303861808,-2.0
28920,950452949024759808,2018-01-08 19:43:36,F000463,Deb Fischer,R,NE,Good to hear @POTUS will discuss advancing prosperity in rural America today w a specific focus on supporting broadband access for #agriculture. I'm proud to be a leader on #IoT &amp; technology in the Senate. These innovations will improve the lives of America’s farmers &amp; ranchers,1071402577,2.0
